id,way,df1,df2,f stat,f_crit,pvalue,alpha,Reject
ANOVA,1,48,147,27.409571604845144,1.4441595126823241,1.1102230246251565e-16,0.05,True


id,Test,Group 1,Group 2,Size 1,Size 2,muDiff,t stat,pvalue,tails,DF,alpha
FisherLSD,Protected,dmso0 min,dmso2.5 m,4,4,-4.202656339161491,-11.567862638399722,0.0,2,147,0.05
,,dmso0 min,dmso5 m,4,4,-3.459783780680971,-9.523096894823892,0.0,,,
,,dmso0 min,dmso7.5 m,4,4,-1.8698862798531741,-5.146884705563503,8.352288356494597e-07,,,
,,dmso0 min,dmso10 m,4,4,-1.6617431812442307,-4.573968297575801,1.0089206712304843e-05,,,
,,dmso0 min,dmso15 m,4,4,-1.2467143537810343,-3.4315964071279987,0.0007793682353121056,,,
,,dmso0 min,dmso20 m,4,4,-0.6706475443718944,-1.8459655146635225,0.06690863953044746,,,
,,dmso0 min,01rdn0 min,4,4,0.061269781544832196,0.16864581816765636,0.8663070648745657,,,
,,dmso0 min,_1rdn0 min,4,4,0.004781733639039462,0.013161779942458965,0.9895165682452856,,,
,,dmso0 min,10rdn0 min,4,4,0.009810811856748721,0.02700437884309521,0.9784928668960113,,,
,,dmso0 min,01soq0 min,4,4,0.05219718651142232,0.1436733901005895,0.8859551517910318,,,
,,dmso0 min,_1soq0 min,4,4,0.03290331370614065,0.09056677077163797,0.927960125254411,,,
,,dmso0 min,10soq0 min,4,4,0.02553497689432424,0.07028533416729202,0.9440620811615188,,,
,,dmso2.5 m,dmso5 m,4,4,0.7428725584805203,2.04476574357583,0.04266202162370769,,,
,,dmso2.5 m,dmso7.5 m,4,4,2.332770059308317,6.4209779328362195,1.7612247216192145e-09,,,
,,dmso2.5 m,dmso10 m,4,4,2.5409131579172604,6.993894340823921,8.738076928693772e-11,,,
,,dmso2.5 m,dmso15 m,4,4,2.9559419853804565,8.136266231271723,1.574296248918472e-13,,,
,,dmso2.5 m,dmso20 m,4,4,3.5320087947895966,9.7218971237362,0.0,,,
,,dmso2.5 m,01rdn2.5 m,4,4,-0.03944222927575858,-0.10856521532885467,0.9136954014088008,,,
,,dmso2.5 m,01rdn5 m,4,4,1.0940047085109534,3.011261253006047,0.0030634474552599933,,,
,,dmso2.5 m,01rdn7.5 m,4,4,2.2285748173062663,6.13417926318934,7.535820634174684e-09,,,
,,dmso2.5 m,01rdn15 m,4,4,3.5935078028524394,9.891173890679923,0.0,,,
,,dmso2.5 m,_1rdn2.5 m,4,4,-0.24164649636802338,-0.6651349174064453,0.5070064020405223,,,
,,dmso2.5 m,_1rdn5 m,4,4,0.814385990234368,2.2416073334104483,0.02648456191193338,,,
,,dmso2.5 m,_1rdn7.5 m,4,4,2.045870375915826,5.631283068290889,8.811473795056202e-08,,,
,,dmso2.5 m,_1rdn15 m,4,4,3.648558847521138,10.042702560034547,0.0,,,
,,dmso2.5 m,10rdn2.5 m,4,4,1.8359868245665858,5.053576042987951,1.2695394608908117e-06,,,
,,dmso2.5 m,10rdn5 m,4,4,3.317042985778878,9.130201122467486,4.440892098500626e-16,,,
,,dmso2.5 m,10rdn7.5 m,4,4,3.8134231472282267,10.496493548180885,0.0,,,
,,dmso2.5 m,10rdn15 m,4,4,3.847075126678515,10.589121030510038,0.0,,,
,,dmso2.5 m,01soq2.5 m,4,4,0.2514195093784557,0.6920352544657753,0.4900068344419375,,,
,,dmso2.5 m,01soq5 m,4,4,1.5939112532538968,4.387260091582789,2.1775716569694126e-05,,,
,,dmso2.5 m,01soq7.5 m,4,4,2.5924957272611917,7.135875989703015,4.0738967754805344e-11,,,
,,dmso2.5 m,01soq15 m,4,4,3.533808396442069,9.726850549150896,0.0,,,
,,dmso2.5 m,_1soq2.5 m,4,4,0.6442077779210607,1.7731897362481888,0.07826811660323685,,,
,,dmso2.5 m,_1soq5 m,4,4,1.8101233864771533,4.9823866153901175,1.7416058168961968e-06,,,
,,dmso2.5 m,_1soq7.5 m,4,4,2.319436249807774,6.384276460171994,2.125460918378508e-09,,,
,,dmso2.5 m,_1soq15 m,4,4,3.3934478612393986,9.34050647053877,2.220446049250313e-16,,,
,,dmso2.5 m,10soq2.5 m,4,4,0.9610077754954784,2.645185578886468,0.009052374045631861,,,
,,dmso2.5 m,10soq5 m,4,4,1.7386630602554884,4.785691199178098,4.1089440339092675e-06,,,
,,dmso2.5 m,10soq7.5 m,4,4,2.588908792076463,7.126002907023582,4.296873967746251e-11,,,
,,dmso2.5 m,10soq15 m,4,4,3.73788629215546,10.288577436773876,0.0,,,
,,dmso5 m,dmso7.5 m,4,4,1.5898975008277967,4.376212189260389,2.277428043595542e-05,,,
,,dmso5 m,dmso10 m,4,4,1.79804059943674,4.949128597248091,2.016810234151123e-06,,,
,,dmso5 m,dmso15 m,4,4,2.2130694268999367,6.091500487695894,9.327048022811368e-09,,,
,,dmso5 m,dmso20 m,4,4,2.7891362363090764,7.677131380160369,2.09099404457902e-12,,,
,,dmso5 m,01rdn2.5 m,4,4,-0.7823147877562788,-2.153330958904685,0.03292364373751844,,,
,,dmso5 m,01rdn5 m,4,4,0.3511321500304332,0.9664955094302164,0.33538367500000277,,,
,,dmso5 m,01rdn7.5 m,4,4,1.4857022588257458,4.089413519613509,7.095339265550393e-05,,,
,,dmso5 m,01rdn15 m,4,4,2.850635244371919,7.846408147104093,8.113509863960644e-13,,,
,,dmso5 m,_1rdn2.5 m,4,4,-0.9845190548485436,-2.7099006609822753,0.007530801171768964,,,
,,dmso5 m,_1rdn5 m,4,4,0.07151343175384772,0.196841589834618,0.8442233933841683,,,
,,dmso5 m,_1rdn7.5 m,4,4,1.3029978174353056,3.586517324715059,0.00045549960723989535,,,
,,dmso5 m,_1rdn15 m,4,4,2.905686289040618,7.997936816458717,3.452793606584237e-13,,,
,,dmso5 m,10rdn2.5 m,4,4,1.0931142660860655,3.00881029941212,0.0030868022787355898,,,
,,dmso5 m,10rdn5 m,4,4,2.574170427298357,7.085435378891655,5.3468118821342614e-11,,,
,,dmso5 m,10rdn7.5 m,4,4,3.0705505887477065,8.451727804605055,2.5979218776228663e-14,,,
,,dmso5 m,10rdn15 m,4,4,3.104202568197995,8.544355286934207,1.509903313490213e-14,,,
,,dmso5 m,01soq2.5 m,4,4,-0.49145304910206455,-1.352730489110055,0.17821875469559467,,,
,,dmso5 m,01soq5 m,4,4,0.8510386947733766,2.3424943480069587,0.0204964763895068,,,
